Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Genres,Demographic
Boku no Hero Academia,716,6,7.9,1937895.0,2823426,52900,TV,13,Finished Airing,Spring,2016,Bones,,Shounen
Kimetsu no Yaiba,120,7,8.52,1877132.0,2715426,86165,TV,26,Finished Airing,Spring,2019,ufotable,Action,Shounen
Kimetsu no Yaiba,120,7,8.52,1877132.0,2715426,86165,TV,26,Finished Airing,Spring,2019,ufotable,Award Winning,Shounen
Kimetsu no Yaiba,120,7,8.52,1877132.0,2715426,86165,TV,26,Finished Airing,Spring,2019,ufotable,Fantasy,Shounen
Naruto,610,8,7.98,1847329.0,2663995,74878,TV,220,Finished Airing,Fall,2002,Pierrot,Action,Shounen
Naruto,610,8,7.98,1847329.0,2663995,74878,TV,220,Finished Airing,Fall,2002,Pierrot,Adventure,Shounen
Naruto,610,8,7.98,1847329.0,2663995,74878,TV,220,Finished Airing,Fall,2002,Pierrot,Fantasy,Shounen
Tokyo Ghoul,937,9,7.79,1759880.0,2651291,48566,TV,12,Finished Airing,Summer,2014,Pierrot,Action,Seinen
Tokyo Ghoul,937,9,7.79,1759880.0,2651291,48566,TV,12,Finished Airing,Summer,2014,Pierrot,Fantasy,Seinen
Tokyo Ghoul,937,9,7.79,1759880.0,2651291,48566,TV,12,Finished Airing,Summer,2014,Pierrot,Horror,Seinen
Hunter x Hunter (2011),10,10,9.04,1609853.0,2591046,196344,TV,148,Finished Airing,Fall,2011,Madhouse,Action,Shounen
Hunter x Hunter (2011),10,10,9.04,1609853.0,2591046,196344,TV,148,Finished Airing,Fall,2011,Madhouse,Adventure,Shounen
Hunter x Hunter (2011),10,10,9.04,1609853.0,2591046,196344,TV,148,Finished Airing,Fall,2011,Madhouse,Fantasy,Shounen
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,CoMix Wave Films,Award Winning,
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,CoMix Wave Films,Drama,
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,CoMix Wave Films,Supernatural,
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Wit Studio,Action,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Wit Studio,Drama,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Wit Studio,Suspense,Shounen
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,White Fox,Drama,
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,White Fox,Sci-Fi,
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,White Fox,Suspense,
Boku no Hero Academia 2nd Season,432,14,8.12,1622606.0,2363218,17139,TV,25,Finished Airing,Spring,2017,Bones,,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,Pierrot,Action,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,Pierrot,Adventure,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,Pierrot,Fantasy,Shounen
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,Madhouse,Comedy,
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,Madhouse,Fantasy,
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,Madhouse,Ecchi,
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,MAPPA,Action,Shounen
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,MAPPA,Award Winning,Shounen
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,MAPPA,Fantasy,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Wit Studio,Action,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Wit Studio,Drama,Shounen
Koe no Katachi,19,19,8.94,1484962.0,2138154,81698,Movie,1,Finished Airing,,2016,Kyoto Animation,Award Winning,Shounen
Koe no Katachi,19,19,8.94,1484962.0,2138154,81698,Movie,1,Finished Airing,,2016,Kyoto Animation,Drama,Shounen
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Sunrise,Action,
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Sunrise,Award Winning,
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Sunrise,Drama,
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Sunrise,Sci-Fi,
One Piece,57,21,8.68,1188125.0,2106084,191550,TV,0,Currently Airing,Fall,1999,Toei Animation,Action,Shounen
One Piece,57,21,8.68,1188125.0,2106084,191550,TV,0,Currently Airing,Fall,1999,Toei Animation,Adventure,Shounen
One Piece,57,21,8.68,1188125.0,2106084,191550,TV,0,Currently Airing,Fall,1999,Toei Animation,Fantasy,Shounen
Toradora!,480,22,8.09,1309092.0,2087338,55101,TV,25,Finished Airing,Fall,2008,J.C.Staff,Drama,
Toradora!,480,22,8.09,1309092.0,2087338,55101,TV,25,Finished Airing,Fall,2008,J.C.Staff,Romance,
Shigatsu wa Kimi no Uso,68,23,8.65,1263170.0,2067896,82327,TV,22,Finished Airing,Fall,2014,A-1 Pictures,Drama,Shounen
Shigatsu wa Kimi no Uso,68,23,8.65,1263170.0,2067896,82327,TV,22,Finished Airing,Fall,2014,A-1 Pictures,Romance,Shounen
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,White Fox,Drama,
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,White Fox,Fantasy,
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,White Fox,Suspense,
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,Bones,Action,Shounen
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,Bones,Fantasy,Shounen
Boku no Hero Academia 3rd Season,520,26,8.05,1346080.0,2040844,12761,TV,25,Finished Airing,Spring,2018,Bones,,Shounen
Shingeki no Kyojin Season 3 Part 2,7,27,9.06,1428129.0,2039398,54307,TV,10,Finished Airing,Spring,2019,Wit Studio,Action,Shounen
Shingeki no Kyojin Season 3 Part 2,7,27,9.06,1428129.0,2039398,54307,TV,10,Finished Airing,Spring,2019,Wit Studio,Drama,Shounen
Angel Beats!,505,28,8.06,1231643.0,1984503,47291,TV,13,Finished Airing,Spring,2010,P.A. Works,Drama,
Angel Beats!,505,28,8.06,1231643.0,1984503,47291,TV,13,Finished Airing,Spring,2010,P.A. Works,Supernatural,
Akame ga Kill!,1809,29,7.47,1233627.0,1962503,27727,TV,24,Finished Airing,Summer,2014,White Fox,Action,Shounen
Akame ga Kill!,1809,29,7.47,1233627.0,1962503,27727,TV,24,Finished Airing,Summer,2014,White Fox,Fantasy,Shounen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,A-1 Pictures,Mystery,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,A-1 Pictures,Supernatural,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,A-1 Pictures,Suspense,Seinen
Nanatsu no Taizai,1180,31,7.68,1270965.0,1941955,19100,TV,24,Finished Airing,Fall,2014,A-1 Pictures,Action,Shounen
Nanatsu no Taizai,1180,31,7.68,1270965.0,1941955,19100,TV,24,Finished Airing,Fall,2014,A-1 Pictures,Adventure,Shounen
Nanatsu no Taizai,1180,31,7.68,1270965.0,1941955,19100,TV,24,Finished Airing,Fall,2014,A-1 Pictures,Fantasy,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,asread.,Action,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,asread.,Supernatural,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,asread.,Suspense,Shounen
Mob Psycho 100,131,33,8.49,1171608.0,1909457,44320,TV,12,Finished Airing,Summer,2016,Bones,Action,
Mob Psycho 100,131,33,8.49,1171608.0,1909457,44320,TV,12,Finished Airing,Summer,2016,Bones,Comedy,
Mob Psycho 100,131,33,8.49,1171608.0,1909457,44320,TV,12,Finished Airing,Summer,2016,Bones,Supernatural,
Ansatsu Kyoushitsu,468,34,8.09,1107777.0,1873799,28281,TV,22,Finished Airing,Winter,2015,Lerche,Action,Shounen
Ansatsu Kyoushitsu,468,34,8.09,1107777.0,1873799,28281,TV,22,Finished Airing,Winter,2015,Lerche,Comedy,Shounen
Sword Art Online II,5526,35,6.7,1267482.0,1872572,9177,TV,24,Finished Airing,Summer,2014,A-1 Pictures,Action,
Sword Art Online II,5526,35,6.7,1267482.0,1872572,9177,TV,24,Finished Airing,Summer,2014,A-1 Pictures,Adventure,
Sword Art Online II,5526,35,6.7,1267482.0,1872572,9177,TV,24,Finished Airing,Summer,2014,A-1 Pictures,Fantasy,
Sword Art Online II,5526,35,6.7,1267482.0,1872572,9177,TV,24,Finished Airing,Summer,2014,A-1 Pictures,Romance,
Haikyuu!!,151,36,8.44,1140162.0,1830938,70008,TV,25,Finished Airing,Spring,2014,Production I.G,,Shounen
Ao no Exorcist,1709,37,7.5,1103203.0,1828590,16565,TV,25,Finished Airing,Spring,2011,A-1 Pictures,Action,Shounen
Ao no Exorcist,1709,37,7.5,1103203.0,1828590,16565,TV,25,Finished Airing,Spring,2011,A-1 Pictures,Fantasy,Shounen
Yakusoku no Neverland,117,38,8.52,1194524.0,1824608,31952,TV,12,Finished Airing,Winter,2019,CloverWorks,Mystery,Shounen
Yakusoku no Neverland,117,38,8.52,1194524.0,1824608,31952,TV,12,Finished Airing,Winter,2019,CloverWorks,Sci-Fi,Shounen
Yakusoku no Neverland,117,38,8.52,1194524.0,1824608,31952,TV,12,Finished Airing,Winter,2019,CloverWorks,Suspense,Shounen
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,Studio Deen,Adventure,
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,Studio Deen,Comedy,
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,Studio Deen,Fantasy,
Bleach,710,40,7.91,1045209.0,1815663,67126,TV,366,Finished Airing,Fall,2004,Pierrot,Action,Shounen
Bleach,710,40,7.91,1045209.0,1815663,67126,TV,366,Finished Airing,Fall,2004,Pierrot,Adventure,Shounen
Bleach,710,40,7.91,1045209.0,1815663,67126,TV,366,Finished Airing,Fall,2004,Pierrot,Fantasy,Shounen
Shingeki no Kyojin: The Final Season,31,41,8.81,1177891.0,1786791,51008,TV,16,Finished Airing,Winter,2021,MAPPA,Action,Shounen
Shingeki no Kyojin: The Final Season,31,41,8.81,1177891.0,1786791,51008,TV,16,Finished Airing,Winter,2021,MAPPA,Drama,Shounen
Kiseijuu: Sei no Kakuritsu,209,42,8.34,1082166.0,1747169,33068,TV,24,Finished Airing,Fall,2014,Madhouse,Action,Seinen
Kiseijuu: Sei no Kakuritsu,209,42,8.34,1082166.0,1747169,33068,TV,24,Finished Airing,Fall,2014,Madhouse,Horror,Seinen
Kiseijuu: Sei no Kakuritsu,209,42,8.34,1082166.0,1747169,33068,TV,24,Finished Airing,Fall,2014,Madhouse,Sci-Fi,Seinen
Cowboy Bebop,39,43,8.75,893529.0,1734058,76916,TV,26,Finished Airing,Spring,1998,Sunrise,Action,
Cowboy Bebop,39,43,8.75,893529.0,1734058,76916,TV,26,Finished Airing,Spring,1998,Sunrise,Award Winning,
Cowboy Bebop,39,43,8.75,893529.0,1734058,76916,TV,26,Finished Airing,Spring,1998,Sunrise,Sci-Fi,
Sen to Chihiro no Kamikakushi,34,44,8.78,1208215.0,1722546,30486,Movie,1,Finished Airing,,2001,Studio Ghibli,Adventure,
Sen to Chihiro no Kamikakushi,34,44,8.78,1208215.0,1722546,30486,Movie,1,Finished Airing,,2001,Studio Ghibli,Award Winning,
Sen to Chihiro no Kamikakushi,34,44,8.78,1208215.0,1722546,30486,Movie,1,Finished Airing,,2001,Studio Ghibli,Supernatural,
Tokyo Ghoul √A,3948,45,7.03,1140027.0,1680356,10262,TV,12,Finished Airing,Winter,2015,Pierrot,Action,Seinen
Tokyo Ghoul √A,3948,45,7.03,1140027.0,1680356,10262,TV,12,Finished Airing,Winter,2015,Pierrot,Fantasy,Seinen
Tokyo Ghoul √A,3948,45,7.03,1140027.0,1680356,10262,TV,12,Finished Airing,Winter,2015,Pierrot,Horror,Seinen
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Gainax,Action,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Gainax,Avant Garde,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Gainax,Award Winning,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Gainax,Drama,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Gainax,Sci-Fi,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Gainax,Suspense,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Action,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Avant Garde,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Award Winning,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Drama,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Sci-Fi,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Tatsunoko Production,Suspense,
Code Geass: Hangyaku no Lelouch R2,22,47,8.91,1125393.0,1667662,73674,TV,25,Finished Airing,Spring,2008,Sunrise,Action,
Code Geass: Hangyaku no Lelouch R2,22,47,8.91,1125393.0,1667662,73674,TV,25,Finished Airing,Spring,2008,Sunrise,Award Winning,
Code Geass: Hangyaku no Lelouch R2,22,47,8.91,1125393.0,1667662,73674,TV,25,Finished Airing,Spring,2008,Sunrise,Drama,
Code Geass: Hangyaku no Lelouch R2,22,47,8.91,1125393.0,1667662,73674,TV,25,Finished Airing,Spring,2008,Sunrise,Sci-Fi,
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,Satelight,Action,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,Satelight,Adventure,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,Satelight,Fantasy,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,A-1 Pictures,Action,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,A-1 Pictures,Adventure,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,A-1 Pictures,Fantasy,Shounen
Death Parade,385,49,8.16,946713.0,1656746,27113,TV,12,Finished Airing,Winter,2015,Madhouse,Drama,
Death Parade,385,49,8.16,946713.0,1656746,27113,TV,12,Finished Airing,Winter,2015,Madhouse,Supernatural,
Death Parade,385,49,8.16,946713.0,1656746,27113,TV,12,Finished Airing,Winter,2015,Madhouse,Suspense,
Violet Evergarden,60,50,8.67,890839.0,1636293,56310,TV,13,Finished Airing,Winter,2018,Kyoto Animation,Drama,
Violet Evergarden,60,50,8.67,890839.0,1636293,56310,TV,13,Finished Airing,Winter,2018,Kyoto Animation,Fantasy,
Kill la Kill,529,51,8.04,904963.0,1633317,36472,TV,24,Finished Airing,Fall,2013,Trigger,Action,
Kill la Kill,529,51,8.04,904963.0,1633317,36472,TV,24,Finished Airing,Fall,2013,Trigger,Comedy,
Kill la Kill,529,51,8.04,904963.0,1633317,36472,TV,24,Finished Airing,Fall,2013,Trigger,Ecchi,
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,293,52,8.25,1014369.0,1596440,44175,TV,13,Finished Airing,Fall,2018,CloverWorks,Drama,
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,293,52,8.25,1014369.0,1596440,44175,TV,13,Finished Airing,Fall,2018,CloverWorks,Romance,
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,293,52,8.25,1014369.0,1596440,44175,TV,13,Finished Airing,Fall,2018,CloverWorks,Supernatural,
Boku no Hero Academia 4th Season,691,53,7.92,991346.0,1590512,8187,TV,25,Finished Airing,Fall,2019,Bones,,Shounen
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,169,54,8.41,999315.0,1585890,36661,TV,12,Finished Airing,Winter,2019,A-1 Pictures,,Seinen
Another,1798,55,7.48,943386.0,1580516,16826,TV,12,Finished Airing,Winter,2012,P.A. Works,Horror,
Another,1798,55,7.48,943386.0,1580516,16826,TV,12,Finished Airing,Winter,2012,P.A. Works,Mystery,
Another,1798,55,7.48,943386.0,1580516,16826,TV,12,Finished Airing,Winter,2012,P.A. Works,Supernatural,
Dr. Stone,258,56,8.29,954064.0,1579685,26050,TV,24,Finished Airing,Summer,2019,TMS Entertainment,Adventure,Shounen
Dr. Stone,258,56,8.29,954064.0,1579685,26050,TV,24,Finished Airing,Summer,2019,TMS Entertainment,Comedy,Shounen
Dr. Stone,258,56,8.29,954064.0,1579685,26050,TV,24,Finished Airing,Summer,2019,TMS Entertainment,Sci-Fi,Shounen
Shokugeki no Souma,395,57,8.16,953057.0,1560686,23366,TV,24,Finished Airing,Spring,2015,J.C.Staff,Gourmet,Shounen
Shokugeki no Souma,395,57,8.16,953057.0,1560686,23366,TV,24,Finished Airing,Spring,2015,J.C.Staff,Ecchi,Shounen
One Punch Man 2nd Season,1770,58,7.49,926296.0,1549964,6140,TV,12,Finished Airing,Spring,2019,J.C.Staff,Action,Seinen
One Punch Man 2nd Season,1770,58,7.49,926296.0,1549964,6140,TV,12,Finished Airing,Spring,2019,J.C.Staff,Comedy,Seinen
Psycho-Pass,211,59,8.34,746191.0,1544108,37310,TV,22,Finished Airing,Fall,2012,Production I.G,Action,
Psycho-Pass,211,59,8.34,746191.0,1544108,37310,TV,22,Finished Airing,Fall,2012,Production I.G,Sci-Fi,
Psycho-Pass,211,59,8.34,746191.0,1544108,37310,TV,22,Finished Airing,Fall,2012,Production I.G,Suspense,
Soul Eater,844,60,7.84,806788.0,1541451,25611,TV,51,Finished Airing,Spring,2008,Bones,Action,Shounen
Soul Eater,844,60,7.84,806788.0,1541451,25611,TV,51,Finished Airing,Spring,2008,Bones,Comedy,Shounen
Soul Eater,844,60,7.84,806788.0,1541451,25611,TV,51,Finished Airing,Spring,2008,Bones,Fantasy,Shounen
JoJo no Kimyou na Bouken (TV),725,61,7.9,989076.0,1534470,35269,TV,26,Finished Airing,Fall,2012,David Production,Action,Shounen
JoJo no Kimyou na Bouken (TV),725,61,7.9,989076.0,1534470,35269,TV,26,Finished Airing,Fall,2012,David Production,Adventure,Shounen
JoJo no Kimyou na Bouken (TV),725,61,7.9,989076.0,1534470,35269,TV,26,Finished Airing,Fall,2012,David Production,Supernatural,Shounen
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,A-1 Pictures,Action,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,A-1 Pictures,Drama,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,A-1 Pictures,Romance,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,A-1 Pictures,Sci-Fi,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,Trigger,Action,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,Trigger,Drama,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,Trigger,Romance,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,Trigger,Sci-Fi,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,CloverWorks,Action,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,CloverWorks,Drama,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,CloverWorks,Romance,
Darling in the FranXX,2981,62,7.22,948723.0,1533803,30636,TV,24,Finished Airing,Winter,2018,CloverWorks,Sci-Fi,
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,226,63,8.32,939593.0,1531927,32039,TV,11,Finished Airing,Spring,2011,A-1 Pictures,Drama,
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,226,63,8.32,939593.0,1531927,32039,TV,11,Finished Airing,Spring,2011,A-1 Pictures,Supernatural,
Tengen Toppa Gurren Lagann,75,64,8.63,855439.0,1524337,74923,TV,27,Finished Airing,Spring,2007,Gainax,Action,
Tengen Toppa Gurren Lagann,75,64,8.63,855439.0,1524337,74923,TV,27,Finished Airing,Spring,2007,Gainax,Adventure,
Tengen Toppa Gurren Lagann,75,64,8.63,855439.0,1524337,74923,TV,27,Finished Airing,Spring,2007,Gainax,Award Winning,
Tengen Toppa Gurren Lagann,75,64,8.63,855439.0,1524337,74923,TV,27,Finished Airing,Spring,2007,Gainax,Sci-Fi,
Charlotte,1015,65,7.75,920747.0,1506760,21828,TV,13,Finished Airing,Summer,2015,P.A. Works,,
Black Clover,415,66,8.14,756847.0,1503799,42280,TV,170,Finished Airing,Fall,2017,Pierrot,Action,Shounen
Black Clover,415,66,8.14,756847.0,1503799,42280,TV,170,Finished Airing,Fall,2017,Pierrot,Comedy,Shounen
Black Clover,415,66,8.14,756847.0,1503799,42280,TV,170,Finished Airing,Fall,2017,Pierrot,Fantasy,Shounen
Hataraku Maou-sama!,997,67,7.76,908694.0,1480289,10867,TV,13,Finished Airing,Spring,2013,White Fox,Comedy,
Hataraku Maou-sama!,997,67,7.76,908694.0,1480289,10867,TV,13,Finished Airing,Spring,2013,White Fox,Fantasy,
Overlord,702,68,7.92,881728.0,1478787,24664,TV,13,Finished Airing,Summer,2015,Madhouse,Action,
Overlord,702,68,7.92,881728.0,1478787,24664,TV,13,Finished Airing,Summer,2015,Madhouse,Adventure,
Overlord,702,68,7.92,881728.0,1478787,24664,TV,13,Finished Airing,Summer,2015,Madhouse,Fantasy,
Tate no Yuusha no Nariagari,595,69,7.99,909702.0,1463487,25350,TV,25,Finished Airing,Winter,2019,Kinema Citrus,Action,
Tate no Yuusha no Nariagari,595,69,7.99,909702.0,1463487,25350,TV,25,Finished Airing,Winter,2019,Kinema Citrus,Adventure,
Tate no Yuusha no Nariagari,595,69,7.99,909702.0,1463487,25350,TV,25,Finished Airing,Winter,2019,Kinema Citrus,Drama,
Tate no Yuusha no Nariagari,595,69,7.99,909702.0,1463487,25350,TV,25,Finished Airing,Winter,2019,Kinema Citrus,Fantasy,
Elfen Lied,1754,70,7.49,841329.0,1443578,23335,TV,13,Finished Airing,Summer,2004,Arms,Action,Seinen
Elfen Lied,1754,70,7.49,841329.0,1443578,23335,TV,13,Finished Airing,Summer,2004,Arms,Drama,Seinen
Elfen Lied,1754,70,7.49,841329.0,1443578,23335,TV,13,Finished Airing,Summer,2004,Arms,Horror,Seinen
Elfen Lied,1754,70,7.49,841329.0,1443578,23335,TV,13,Finished Airing,Summer,2004,Arms,Romance,Seinen
