Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Demographic
Gintama: The Final,7,1588,9.05,59808,125093,3971,Movie,1,Finished Airing,,2021,Warner Bros. Japan,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,TV Tokyo,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,Aniplex,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,Dentsu,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,Trinity Sound,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,Miracle Robo,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,Studio Jack,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,Shueisha,Shounen
Hunter x Hunter (2011),9,10,9.04,1605770,2584223,195979,TV,148,Finished Airing,Fall,2011,VAP,Shounen
Hunter x Hunter (2011),9,10,9.04,1605770,2584223,195979,TV,148,Finished Airing,Fall,2011,Nippon Television Network,Shounen
Hunter x Hunter (2011),9,10,9.04,1605770,2584223,195979,TV,148,Finished Airing,Fall,2011,Shueisha,Shounen
Ginga Eiyuu Densetsu,11,724,9.02,74176,298804,15395,OVA,110,Finished Airing,,1988,TV Tokyo,
Ginga Eiyuu Densetsu,11,724,9.02,74176,298804,15395,OVA,110,Finished Airing,,1988,Kitty Films,
Ginga Eiyuu Densetsu,11,724,9.02,74176,298804,15395,OVA,110,Finished Airing,,1988,Tokuma Shoten,
Ginga Eiyuu Densetsu,11,724,9.02,74176,298804,15395,OVA,110,Finished Airing,,1988,Tokuma Japan Communications,
Ginga Eiyuu Densetsu,11,724,9.02,74176,298804,15395,OVA,110,Finished Airing,,1988,Wright Staff,
Gintama': Enchousen,10,712,9.03,154383,301900,2930,TV,13,Finished Airing,Fall,2012,TV Tokyo,Shounen
Gintama': Enchousen,10,712,9.03,154383,301900,2930,TV,13,Finished Airing,Fall,2012,Aniplex,Shounen
Gintama': Enchousen,10,712,9.03,154383,301900,2930,TV,13,Finished Airing,Fall,2012,Dentsu,Shounen
Gintama': Enchousen,10,712,9.03,154383,301900,2930,TV,13,Finished Airing,Fall,2012,Shueisha,Shounen
Gintama': Enchousen,10,712,9.03,154383,301900,2930,TV,13,Finished Airing,Fall,2012,Miracle Bus,Shounen
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,TV Tokyo,Shoujo
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,TV Osaka,Shoujo
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,Nihon Ad Systems,Shoujo
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,Hakusensha,Shoujo
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,Avex Pictures,Shoujo
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,TMS Music,Shoujo
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,8PAN,Shoujo
Gintama.,13,743,8.99,134928,290072,2613,TV,12,Finished Airing,Winter,2017,TV Tokyo,Shounen
Gintama.,13,743,8.99,134928,290072,2613,TV,12,Finished Airing,Winter,2017,Aniplex,Shounen
Gintama.,13,743,8.99,134928,290072,2613,TV,12,Finished Airing,Winter,2017,Dentsu,Shounen
Gintama.,13,743,8.99,134928,290072,2613,TV,12,Finished Airing,Winter,2017,Shueisha,Shounen
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,14,1944,8.97,10420,95319,476,Movie,1,Finished Airing,,2022,Aniplex,Seinen
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,14,1944,8.97,10420,95319,476,Movie,1,Finished Airing,,2022,Mainichi Broadcasting System,Seinen
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,14,1944,8.97,10420,95319,476,Movie,1,Finished Airing,,2022,Shueisha,Seinen
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,14,1944,8.97,10420,95319,476,Movie,1,Finished Airing,,2022,JR East Marketing & Communications,Seinen
3-gatsu no Lion 2nd Season,15,551,8.94,186834,375011,14687,TV,22,Finished Airing,Fall,2017,Aniplex,Seinen
3-gatsu no Lion 2nd Season,15,551,8.94,186834,375011,14687,TV,22,Finished Airing,Fall,2017,Dentsu,Seinen
3-gatsu no Lion 2nd Season,15,551,8.94,186834,375011,14687,TV,22,Finished Airing,Fall,2017,NHK,Seinen
3-gatsu no Lion 2nd Season,15,551,8.94,186834,375011,14687,TV,22,Finished Airing,Fall,2017,Hakusensha,Seinen
3-gatsu no Lion 2nd Season,15,551,8.94,186834,375011,14687,TV,22,Finished Airing,Fall,2017,Asmik Ace,Seinen
3-gatsu no Lion 2nd Season,15,551,8.94,186834,375011,14687,TV,22,Finished Airing,Fall,2017,"""Toys Factory""",Seinen
Clannad: After Story,16,111,8.94,630878,1130850,68334,TV,24,Finished Airing,Fall,2008,Pony Canyon,
Clannad: After Story,16,111,8.94,630878,1130850,68334,TV,24,Finished Airing,Fall,2008,TBS,
Clannad: After Story,16,111,8.94,630878,1130850,68334,TV,24,Finished Airing,Fall,2008,Rakuonsha,
Clannad: After Story,16,111,8.94,630878,1130850,68334,TV,24,Finished Airing,Fall,2008,Animation Do,
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,TV Tokyo,Shounen
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,Aniplex,Shounen
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,Dentsu,Shounen
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,Trinity Sound,Shounen
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,Audio Highs,Shounen
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,Miracle Robo,Shounen
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,Shueisha,Shounen
Koe no Katachi,18,19,8.94,1481502,2132723,81535,Movie,1,Finished Airing,,2016,Shochiku,Shounen
Koe no Katachi,18,19,8.94,1481502,2132723,81535,Movie,1,Finished Airing,,2016,Pony Canyon,Shounen
Koe no Katachi,18,19,8.94,1481502,2132723,81535,Movie,1,Finished Airing,,2016,Kodansha,Shounen
Koe no Katachi,18,19,8.94,1481502,2132723,81535,Movie,1,Finished Airing,,2016,ABC Animation,Shounen
Koe no Katachi,18,19,8.94,1481502,2132723,81535,Movie,1,Finished Airing,,2016,Quaras,Shounen
Bocchi the Rock!,19,635,8.92,184106,334574,16214,TV,12,Finished Airing,Fall,2022,Aniplex,
Bocchi the Rock!,19,635,8.92,184106,334574,16214,TV,12,Finished Airing,Fall,2022,Houbunsha,
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,959,8.92,127363,224169,2069,Movie,1,Finished Airing,,2013,TV Tokyo,Shounen
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,959,8.92,127363,224169,2069,Movie,1,Finished Airing,,2013,Aniplex,Shounen
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,959,8.92,127363,224169,2069,Movie,1,Finished Airing,,2013,Dentsu,Shounen
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,959,8.92,127363,224169,2069,Movie,1,Finished Airing,,2013,Bandai,Shounen
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,959,8.92,127363,224169,2069,Movie,1,Finished Airing,,2013,Warner Bros. Japan,Shounen
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,959,8.92,127363,224169,2069,Movie,1,Finished Airing,,2013,Shueisha,Shounen
Code Geass: Hangyaku no Lelouch R2,21,47,8.91,1123594,1664362,73613,TV,25,Finished Airing,Spring,2008,Bandai Visual,
Code Geass: Hangyaku no Lelouch R2,21,47,8.91,1123594,1664362,73613,TV,25,Finished Airing,Spring,2008,Mainichi Broadcasting System,
Code Geass: Hangyaku no Lelouch R2,21,47,8.91,1123594,1664362,73613,TV,25,Finished Airing,Spring,2008,Bandai,
Code Geass: Hangyaku no Lelouch R2,21,47,8.91,1123594,1664362,73613,TV,25,Finished Airing,Spring,2008,Bandai Namco Entertainment,
Code Geass: Hangyaku no Lelouch R2,21,47,8.91,1123594,1664362,73613,TV,25,Finished Airing,Spring,2008,Hakuhodo DY Media Partners,
Violet Evergarden Movie,22,378,8.91,222929,519716,7871,Movie,1,Finished Airing,,2020,Shochiku,
Violet Evergarden Movie,22,378,8.91,222929,519716,7871,Movie,1,Finished Airing,,2020,ABC Animation,
Owarimonogatari 2nd Season,23,556,8.89,179290,371875,8353,TV,7,Finished Airing,Summer,2017,Aniplex,
Owarimonogatari 2nd Season,23,556,8.89,179290,371875,8353,TV,7,Finished Airing,Summer,2017,Kodansha,
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,TV Tokyo,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Aniplex,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Dentsu,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,Shounen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,VAP,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Shogakukan-Shueisha Productions,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Nippon Television Network,Seinen
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Toho,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Sound Team Don Juan,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Amuse,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,JR East Marketing & Communications,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Kadokawa,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,voque ting,
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Aniplex,Shounen
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Shueisha,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,Shounen
Kingdom 3rd Season,29,2067,8.81,32002,86559,1726,TV,26,Finished Airing,Spring,2020,Shueisha,Seinen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Production I.G,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Dentsu,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Mainichi Broadcasting System,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Pony Canyon,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Kodansha,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Techno Sound,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Pony Canyon Enterprise,Shounen
Mob Psycho 100 II,31,76,8.8,872693,1388309,31273,TV,13,Finished Airing,Winter,2019,Warner Bros. Japan,
Mob Psycho 100 II,31,76,8.8,872693,1388309,31273,TV,13,Finished Airing,Winter,2019,KlockWorx,
Mob Psycho 100 II,31,76,8.8,872693,1388309,31273,TV,13,Finished Airing,Winter,2019,BS Fuji,
Mob Psycho 100 II,31,76,8.8,872693,1388309,31273,TV,13,Finished Airing,Winter,2019,Hakuhodo DY Music & Pictures,
Mob Psycho 100 II,31,76,8.8,872693,1388309,31273,TV,13,Finished Airing,Winter,2019,Shogakukan,
Kizumonogatari III: Reiketsu-hen,32,467,8.79,249772,430428,7120,Movie,1,Finished Airing,,2017,Aniplex,
Kizumonogatari III: Reiketsu-hen,32,467,8.79,249772,430428,7120,Movie,1,Finished Airing,,2017,Kodansha,
Sen to Chihiro no Kamikakushi,33,44,8.78,1205808,1718812,30422,Movie,1,Finished Airing,,2001,Toho,
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,34,114,8.78,740657,1114967,15035,TV,10,Finished Airing,Fall,2016,Dentsu,Shounen
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,34,114,8.78,740657,1114967,15035,TV,10,Finished Airing,Fall,2016,Mainichi Broadcasting System,Shounen
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,34,114,8.78,740657,1114967,15035,TV,10,Finished Airing,Fall,2016,Movic,Shounen
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,34,114,8.78,740657,1114967,15035,TV,10,Finished Airing,Fall,2016,Sony Music Entertainment,Shounen
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,34,114,8.78,740657,1114967,15035,TV,10,Finished Airing,Fall,2016,TOHO animation,Shounen
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,34,114,8.78,740657,1114967,15035,TV,10,Finished Airing,Fall,2016,Shueisha,Shounen
Monogatari Series: Second Season,35,291,8.77,340971,637694,22897,TV,26,Finished Airing,Summer,2013,Aniplex,
Monogatari Series: Second Season,35,291,8.77,340971,637694,22897,TV,26,Finished Airing,Summer,2013,Kodansha,
Monogatari Series: Second Season,35,291,8.77,340971,637694,22897,TV,26,Finished Airing,Summer,2013,Cyclone Graphics,
Shingeki no Kyojin: The Final Season Part 2,36,125,8.77,574330,1062429,28482,TV,12,Finished Airing,Winter,2022,Production I.G,Shounen
Shingeki no Kyojin: The Final Season Part 2,36,125,8.77,574330,1062429,28482,TV,12,Finished Airing,Winter,2022,Dentsu,Shounen
Shingeki no Kyojin: The Final Season Part 2,36,125,8.77,574330,1062429,28482,TV,12,Finished Airing,Winter,2022,Mainichi Broadcasting System,Shounen
Shingeki no Kyojin: The Final Season Part 2,36,125,8.77,574330,1062429,28482,TV,12,Finished Airing,Winter,2022,Pony Canyon,Shounen
Shingeki no Kyojin: The Final Season Part 2,36,125,8.77,574330,1062429,28482,TV,12,Finished Airing,Winter,2022,Kodansha,Shounen
Shingeki no Kyojin: The Final Season Part 2,36,125,8.77,574330,1062429,28482,TV,12,Finished Airing,Winter,2022,Pony Canyon Enterprise,Shounen
Shiguang Dailiren,37,788,8.75,95849,276201,8811,ONA,11,Finished Airing,,2021,bilibili,
Shiguang Dailiren,37,788,8.75,95849,276201,8811,ONA,11,Finished Airing,,2021,BeDream,
Cowboy Bebop,38,43,8.75,891443,1730094,76750,TV,26,Finished Airing,Spring,1998,Bandai Visual,
Hajime no Ippo,39,370,8.75,257106,527817,19323,TV,75,Finished Airing,Fall,2000,VAP,Shounen
Kingdom 4th Season,40,2845,8.75,18661,49596,899,TV,26,Finished Airing,Spring,2022,Avex Pictures,Seinen
Kingdom 4th Season,40,2845,8.75,18661,49596,899,TV,26,Finished Airing,Spring,2022,Shueisha,Seinen
Kingdom 4th Season,40,2845,8.75,18661,49596,899,TV,26,Finished Airing,Spring,2022,NHK Enterprises,Seinen
Mob Psycho 100 III,41,383,8.74,202086,512628,7880,TV,12,Finished Airing,Fall,2022,Shogakukan-Shueisha Productions,
Mob Psycho 100 III,41,383,8.74,202086,512628,7880,TV,12,Finished Airing,Fall,2022,Warner Bros. Japan,
Mob Psycho 100 III,41,383,8.74,202086,512628,7880,TV,12,Finished Airing,Fall,2022,KlockWorx,
Mob Psycho 100 III,41,383,8.74,202086,512628,7880,TV,12,Finished Airing,Fall,2022,BS Fuji,
Mob Psycho 100 III,41,383,8.74,202086,512628,7880,TV,12,Finished Airing,Fall,2022,Hakuhodo DY Music & Pictures,
Mob Psycho 100 III,41,383,8.74,202086,512628,7880,TV,12,Finished Airing,Fall,2022,Shogakukan,
Mushishi Zoku Shou 2nd Season,42,866,8.73,99337,249815,1378,TV,10,Finished Airing,Fall,2014,Aniplex,Seinen
Mushishi Zoku Shou 2nd Season,42,866,8.73,99337,249815,1378,TV,10,Finished Airing,Fall,2014,Kodansha,Seinen
Mushishi Zoku Shou 2nd Season,42,866,8.73,99337,249815,1378,TV,10,Finished Airing,Fall,2014,Delfi Sound,Seinen
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,43,1202,8.73,61719,177640,3051,TV,12,Finished Airing,Winter,2017,Mainichi Broadcasting System,Josei
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,43,1202,8.73,61719,177640,3051,TV,12,Finished Airing,Winter,2017,Kodansha,Josei
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,43,1202,8.73,61719,177640,3051,TV,12,Finished Airing,Winter,2017,DAX Production,Josei
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,43,1202,8.73,61719,177640,3051,TV,12,Finished Airing,Winter,2017,King Records,Josei
Vinland Saga,44,90,8.73,714701,1282602,39424,TV,24,Finished Airing,Summer,2019,Production I.G,Seinen
Vinland Saga,44,90,8.73,714701,1282602,39424,TV,24,Finished Airing,Summer,2019,Dentsu,Seinen
Vinland Saga,44,90,8.73,714701,1282602,39424,TV,24,Finished Airing,Summer,2019,Kodansha,Seinen
Vinland Saga,44,90,8.73,714701,1282602,39424,TV,24,Finished Airing,Summer,2019,Twin Engine,Seinen
Vinland Saga Season 2,45,650,8.73,40924,325864,3430,TV,24,Currently Airing,Winter,2023,Dentsu,Seinen
Vinland Saga Season 2,45,650,8.73,40924,325864,3430,TV,24,Currently Airing,Winter,2023,Kodansha,Seinen
Vinland Saga Season 2,45,650,8.73,40924,325864,3430,TV,24,Currently Airing,Winter,2023,Twin Engine,Seinen
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,Frontier Works,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,TOHO animation,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,Tokyo MX,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,Hakuhodo DY Music & Pictures,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,BS11,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,Egg Firm,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,Kadokawa,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,GREE Entertainment,
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,47,815,8.71,132799,265607,6077,OVA,4,Finished Airing,,1999,Aniplex,Shounen
86 Part 2,48,509,8.71,215262,401743,11980,TV,12,Finished Airing,Fall,2021,Aniplex,
86 Part 2,48,509,8.71,215262,401743,11980,TV,12,Finished Airing,Fall,2021,Kadokawa,
86 Part 2,48,509,8.71,215262,401743,11980,TV,12,Finished Airing,Fall,2021,Bandai Spirits,
Ashita no Joe 2,49,2959,8.71,17930,46190,2341,TV,47,Finished Airing,Fall,1980,Annapuru,Shounen
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Bandai Visual,
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Mainichi Broadcasting System,
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Bandai,
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Sony Music Entertainment,
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Bandai Namco Entertainment,
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Hakuhodo DY Media Partners,
Mushishi Zoku Shou,51,761,8.7,111916,283232,1498,TV,10,Finished Airing,Spring,2014,Aniplex,Seinen
Mushishi Zoku Shou,51,761,8.7,111916,283232,1498,TV,10,Finished Airing,Spring,2014,Kodansha,Seinen
Mushishi Zoku Shou,51,761,8.7,111916,283232,1498,TV,10,Finished Airing,Spring,2014,Delfi Sound,Seinen
Odd Taxi,52,561,8.7,181438,369746,7385,TV,13,Finished Airing,Spring,2021,TV Tokyo,
Odd Taxi,52,561,8.7,181438,369746,7385,TV,13,Finished Airing,Spring,2021,Dentsu,
Odd Taxi,52,561,8.7,181438,369746,7385,TV,13,Finished Airing,Spring,2021,Pony Canyon,
Odd Taxi,52,561,8.7,181438,369746,7385,TV,13,Finished Airing,Spring,2021,AT-X,
Odd Taxi,52,561,8.7,181438,369746,7385,TV,13,Finished Airing,Spring,2021,Crunchyroll,
Odd Taxi,52,561,8.7,181438,369746,7385,TV,13,Finished Airing,Spring,2021,Pony Canyon Enterprise,
Odd Taxi,52,561,8.7,181438,369746,7385,TV,13,Finished Airing,Spring,2021,Yoshimoto Kogyo,
Fate/stay night Movie: Heaven's Feel - III. Spring Song,53,695,8.69,161090,310515,7512,Movie,1,Finished Airing,,2020,Aniplex,
Fate/stay night Movie: Heaven's Feel - III. Spring Song,53,695,8.69,161090,310515,7512,Movie,1,Finished Airing,,2020,Notes,
Fate/stay night Movie: Heaven's Feel - III. Spring Song,53,695,8.69,161090,310515,7512,Movie,1,Finished Airing,,2020,Kadokawa,
Great Teacher Onizuka,54,217,8.69,380479,771832,24763,TV,43,Finished Airing,Summer,1999,Aniplex,Shounen
Great Teacher Onizuka,54,217,8.69,380479,771832,24763,TV,43,Finished Airing,Summer,1999,Fuji TV,Shounen
