,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
19,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,370,482,8.18,230925,420190,2437,Movie,1,Finished Airing,N/A,2017,"['Aniplex', 'Notes', 'Kadokawa']",['Aniplex of America'],['ufotable'],"['Action', 'Fantasy', 'Supernatural']",N/A,N/A
20,Higurashi no Naku Koro ni Kai,371,434,8.18,243756,460275,7187,TV,24,Finished Airing,Summer,2007,"['Geneon Universal Entertainment', 'Frontier Works', 'Sotsu', 'Movic']",['Sentai Filmworks'],['Studio Deen'],"['Mystery', 'Supernatural', 'Suspense']","['Gore', 'Psychological']",N/A
21,Non Non Biyori Repeat,372,1121,8.18,95439,190483,1279,TV,12,Finished Airing,Summer,2015,"['TV Tokyo', 'Lantis']",['Sentai Filmworks'],['SILVER LINK.'],N/A,"['CGDCT', 'Iyashikei', 'School']",Seinen
22,Toaru Kagaku no Railgun T,373,1009,8.18,84403,213997,3198,TV,25,Finished Airing,Winter,2020,"['Square Enix', 'Movic', 'AT-X', 'Warner Bros. Japan', 'NBCUniversal Entertainment Japan', 'Kadokawa']",['Funimation'],['J.C.Staff'],"['Action', 'Sci-Fi']",Super Power,N/A
23,Luo Xiao Hei Zhan Ji (Movie),374,4365,8.17,6871,21115,303,Movie,1,Finished Airing,N/A,2019,['add some'],['add some'],['add some'],"['Adventure', 'Drama', 'Fantasy']",N/A,N/A
24,Aria the Natural,375,2247,8.17,28303,75473,792,TV,26,Finished Airing,Spring,2006,"['Production I.G', 'TV Tokyo', 'Shochiku', 'Mag Garden']",['Nozomi Entertainment'],['Hal Film Maker'],"['Fantasy', 'Sci-Fi', 'Slice of Life']",Iyashikei,Shounen
25,Black Lagoon: The Second Barrage,376,405,8.17,298805,486073,2940,TV,12,Finished Airing,Fall,2006,"['Geneon Universal Entertainment', 'Front Line']","['Funimation', 'Geneon Entertainment USA']",['Madhouse'],N/A,"['Adult Cast', 'Organized Crime']",Seinen
26,Detective Conan,377,645,8.17,151216,327994,13595,TV,Unknown,Currently Airing,Winter,1996,"['Yomiuri Telecasting', 'TMS-Kyokuchi', 'Shogakukan']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']",Detective,Shounen
27,Detective Conan Movie 20: The Darkest Nightmare,378,3274,8.17,21449,38378,97,Movie,1,Finished Airing,N/A,2016,['add some'],['Discotek Media'],['TMS Entertainment'],"['Action', 'Mystery']",Detective,Shounen
28,Digimon Adventure: Last Evolution Kizuna,379,3250,8.17,15805,39028,272,Movie,1,Finished Airing,N/A,2020,['Toei Animation'],['add some'],['Yumeta Company'],"['Action', 'Adventure', 'Comedy', 'Drama']",N/A,N/A
29,Girls & Panzer: Saishuushou Part 3,380,4313,8.17,8106,21751,91,Movie,1,Finished Airing,N/A,2021,['add some'],['Sentai Filmworks'],['Actas'],N/A,"['Military', 'School']",N/A
30,K-On!!,381,279,8.17,363753,655967,14113,TV,26,Finished Airing,Spring,2010,"['Pony Canyon', 'TBS', 'Movic', 'Rakuonsha', 'Animation Do']",['Sentai Filmworks'],['Kyoto Animation'],"['Award Winning', 'Comedy']","['CGDCT', 'Music', 'School']",N/A
31,Akira,382,207,8.16,472339,782637,12571,Movie,1,Finished Airing,N/A,1988,"['Mainichi Broadcasting System', 'Kodansha', 'Toho', 'Streamline Pictures']","['Funimation', 'Bandai Entertainment', 'Geneon Entertainment USA']",['Tokyo Movie Shinsha'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Supernatural']","['Gore', 'Military']",Seinen
32,Cardcaptor Sakura,383,491,8.16,209139,413334,12491,TV,70,Finished Airing,Spring,1998,"['NHK', 'Kodansha', 'Sogo Vision']","['Nelvana', 'NIS America, Inc.', 'Geneon Entertainment USA']",['Madhouse'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']","['Mahou Shoujo', 'School']",Shoujo
33,Death Parade,384,49,8.16,945189,1653911,27052,TV,12,Finished Airing,Winter,2015,"['VAP', 'DAX Production', 'Nippon Television Network']",['Funimation'],['Madhouse'],"['Drama', 'Supernatural', 'Suspense']","['Adult Cast', 'High Stakes Game', 'Psychological']",N/A
34,Dragon Ball Z,385,107,8.16,799241,1155219,35370,TV,291,Finished Airing,Spring,1989,['Fuji TV'],['Funimation'],['Toei Animation'],"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Martial Arts', 'Super Power']",Shounen
35,Eiga Daisuki Pompo-san,386,3737,8.16,9228,29630,317,Movie,1,Finished Airing,N/A,2021,"['Shochiku', 'Movic', 'Studio Mausu', 'Avex Pictures', 'Kadokawa', 'Happinet Phantom Studios', 'Movie Walker']",['GKIDS'],['CLAP'],"['Comedy', 'Drama']",Showbiz,N/A
36,Initial D Fourth Stage,387,1269,8.16,94897,168171,1204,TV,24,Finished Airing,Spring,2004,"['OB Planning', 'Studio Jack']",['Funimation'],['A.C.G.T.'],"['Action', 'Drama']",Racing,Seinen
37,Initial D Second Stage,388,1101,8.16,120999,196157,956,TV,13,Finished Airing,Fall,1999,"['OB Planning', 'Fuji TV']","['Funimation', 'Tokyopop']",['Pastel'],"['Action', 'Drama']",Racing,Seinen
38,Yuukoku no Moriarty,389,559,8.16,152927,370441,6174,TV,11,Finished Airing,Fall,2020,"['Mainichi Broadcasting System', 'Shueisha', 'Yomiuri TV Enterprise', 'Bandai Namco Arts', 'Bandai Spirits']",['Funimation'],['Production I.G'],"['Mystery', 'Suspense']","['Adult Cast', 'Historical', 'Psychological']",Shounen
39,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,390,876,8.16,127798,247257,1020,Movie,1,Finished Airing,N/A,2015,['Shochiku'],['Sentai Filmworks'],['Kyoto Animation'],"['Action', 'Fantasy', 'Romance']",School,N/A
40,Major: Message,391,3756,8.16,16943,29369,59,OVA,1,Finished Airing,N/A,2010,['add some'],['add some'],['SynergySP'],N/A,Team Sports,Shounen
41,Noragami Aragoto,392,77,8.16,851080,1378833,11361,TV,13,Finished Airing,Fall,2015,"['Dentsu', 'Shochiku', 'Kodansha', 'Ai Addiction', 'Avex Pictures', 'A-Sketch']",['Funimation'],['Bones'],"['Action', 'Fantasy']",Mythology,Shounen
42,Ouran Koukou Host Club,393,126,8.16,644521,1062454,32646,TV,26,Finished Airing,Spring,2006,"['VAP', 'Hakusensha', 'Nippon Television Network']",['Funimation'],['Bones'],"['Comedy', 'Romance']","['Crossdressing', 'Reverse Harem', 'School']",Shoujo
43,Shokugeki no Souma,394,57,8.16,951853,1558622,23359,TV,24,Finished Airing,Spring,2015,"['Dentsu', 'Frontier Works', 'Mainichi Broadcasting System', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'Shueisha', 'I Will']",['Sentai Filmworks'],['J.C.Staff'],"['Gourmet', 'Ecchi']",School,Shounen
44,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,395,1352,8.16,77808,155816,391,Movie,1,Finished Airing,N/A,2008,['Aniplex'],['Aniplex of America'],['Gainax'],"['Action', 'Comedy']",Mecha,N/A
45,Lupin III: Cagliostro no Shiro,396,1774,8.15,69205,109151,1249,Movie,1,Finished Airing,N/A,1979,['Streamline Pictures'],"['Discotek Media', 'Manga Entertainment']",['Tokyo Movie Shinsha'],"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Mystery']",Adult Cast,Seinen
46,Made in Abyss Movie 1: Tabidachi no Yoake,397,1730,8.15,41699,112999,196,Movie,1,Finished Airing,N/A,2019,['IRMA LA DOUCE'],['Sentai Filmworks'],['Kinema Citrus'],"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']","['Gore', 'Survival']",N/A
47,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,398,3639,8.15,8425,31205,96,Movie,1,Finished Airing,N/A,2021,['Aniplex'],['add some'],['Shuka'],"['Drama', 'Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",Shoujo
48,Dragon Ball Super: Broly,399,590,8.15,249086,358388,2707,Movie,1,Finished Airing,N/A,2018,"['Shueisha', 'Echoes']",['Funimation'],['Toei Animation'],"['Action', 'Adventure', 'Fantasy']","['Martial Arts', 'Super Power']",Shounen
49,Hinamatsuri (TV),400,411,8.15,236511,477978,4239,TV,12,Finished Airing,Spring,2018,"['Media Factory', 'Magic Capsule', 'Nippon Columbia', 'Kadokawa Media House', 'Akatsuki']",['Funimation'],['feel.'],"['Comedy', 'Supernatural']","['Childcare', 'Organized Crime']",Seinen
